0.0000	-0.7321	45.1704	1.4073
0.0500	2.6668	45.6426	1.4282
0.1000	3.8010	44.6739	1.4514
0.1500	3.9809	45.4432	1.4448
0.2000	2.7420	44.2860	1.4602
0.2500	0.9980	44.4263	1.4740
0.3000	3.0268	45.1051	1.4869
0.3500	0.9594	44.3503	1.5049
0.4000	-1.9893	44.7049	1.5103
0.4500	3.5719	44.8958	1.5273
0.5000	3.0644	44.5181	1.5278
0.5500	1.3092	44.8753	1.5356
0.6000	0.6975	45.4568	1.5375
0.6500	-0.7345	44.1444	1.5592
0.7000	-0.1848	44.3889	1.5435
0.7500	5.1052	44.9202	1.5824
0.8000	2.1529	44.3408	1.5657
0.8500	2.1511	44.4345	1.5869
0.9000	3.0983	45.2916	1.6050
0.9500	4.6280	45.5972	1.6064
1.0000	2.8607	44.4244	1.6086
1.0500	2.4366	45.6778	1.6456
1.1000	1.7056	44.0933	1.6611
1.1500	4.6352	44.9889	1.6455
1.2000	1.7418	43.9320	1.6779
1.2500	4.9420	44.7766	1.7044
1.3000	3.1852	44.7045	1.7050
1.3500	4.0865	43.2137	1.6919
1.4000	4.8949	43.9175	1.7218
1.4500	4.7054	44.4884	1.7372
1.5000	4.4458	43.6921	1.7383
1.5500	7.6734	43.9641	1.7428
1.6000	7.1391	43.9470	1.7360
1.6500	4.8913	43.8197	1.7569
1.7000	5.0480	44.8673	1.7770
1.7500	3.2115	44.4733	1.7702
1.8000	2.6788	44.2500	1.8068
1.8500	3.8141	43.1331	1.8155
1.9000	4.9473	43.4254	1.8202
1.9500	5.6074	43.1318	1.8336
2.0000	6.9528	43.7337	1.8465
2.0500	3.9596	44.1819	1.8408
2.1000	4.0797	42.9366	1.8718
2.1500	2.5475	42.4582	1.8890
2.2000	5.4089	43.1442	1.8759
2.2500	6.8624	42.3404	1.9037
2.3000	6.5048	42.8446	1.9038
2.3500	1.6321	42.1939	1.9146
2.4000	3.2953	43.2640	1.9246
2.4500	3.0722	43.1554	1.9330
2.5000	6.5269	42.4793	1.9489
2.5500	5.7359	41.9868	1.9475
2.6000	8.8396	42.5568	1.9662
2.6500	2.4150	41.9573	1.9830
2.7000	5.0489	42.5754	2.0091
2.7500	8.2398	43.5005	1.9997
2.8000	6.1759	43.1676	2.0053
2.8500	6.2563	42.0003	2.0193
2.9000	6.2618	41.9054	2.0193
2.9500	11.0194	42.3023	2.0401
3.0000	6.0391	42.4115	2.0509
3.0500	7.8498	41.9161	2.0731
3.1000	5.9953	42.5791	2.0868
3.1500	9.9592	42.1088	2.0880
3.2000	6.2517	42.7938	2.1178
3.2500	4.8244	41.7860	2.0845
3.3000	9.7844	42.8310	2.1066
3.3500	6.5403	41.7016	2.1375
3.4000	7.3773	41.0538	2.1544
3.4500	5.8816	41.3986	2.1641
3.5000	6.8541	42.1243	2.1823
3.5500	5.3060	42.1670	2.1864
3.6000	6.7918	41.8647	2.1801
3.6500	7.0394	40.1451	2.1829
3.7000	9.2852	40.5111	2.2105
3.7500	7.9890	41.3501	2.2256
3.8000	9.0308	41.3650	2.2310
3.8500	10.3395	41.2216	2.2231
3.9000	5.9785	40.2400	2.2558
3.9500	8.5890	41.1449	2.2795
4.0000	11.0572	41.4930	2.2539
4.0500	6.0958	42.1350	2.2791
4.1000	10.0249	40.2871	2.3105
4.1500	13.2199	41.2088	2.2908
4.2000	11.2565	40.9219	2.3258
4.2500	9.1635	40.6415	2.3255
4.3000	8.4119	41.9429	2.3445
4.3500	10.0142	40.4823	2.3710
4.4000	10.2968	40.7284	2.3714
4.4500	8.2667	39.8429	2.3732
4.5000	13.3617	41.2110	2.3898
4.5500	11.6988	41.2411	2.3928
4.6000	9.9036	39.3267	2.4068
4.6500	10.3131	40.5672	2.4192
4.7000	6.6251	40.4167	2.4242
4.7500	13.9245	40.2282	2.4397
4.8000	8.6468	41.2821	2.4614
4.8500	14.1254	40.0902	2.4686
4.9000	7.6580	39.9105	2.4683
4.9500	12.3151	41.1183	2.4709
5.0000	11.0912	39.9497	2.4902
5.0500	12.6631	41.3487	2.4960
5.1000	11.1261	40.1906	2.5084
5.1500	9.9836	40.0469	2.5431
5.2000	12.8097	41.3817	2.5397
5.2500	14.2267	40.4086	2.5297
5.3000	15.0626	40.9119	2.5425
5.3500	10.5758	39.8863	2.5799
5.4000	8.6320	40.0055	2.5852
5.4500	12.0849	40.1081	2.5992
5.5000	16.0279	40.2775	2.6213
5.5500	13.6990	40.4424	2.6107
5.6000	12.6755	40.5101	2.6242
5.6500	13.2421	40.0528	2.6288
5.7000	11.5114	40.3207	2.6357
5.7500	11.5618	41.1322	2.6499
5.8000	14.5256	40.5682	2.6750
5.8500	13.4067	40.1323	2.6911
5.9000	18.4260	40.5306	2.6874
5.9500	14.9317	39.4369	2.6891
6.0000	17.0042	40.0440	2.7217
6.0500	16.5272	39.3160	2.7050
6.1000	12.6960	40.0626	2.7299
6.1500	14.8517	39.7259	2.7335
6.2000	13.5199	39.7008	2.7510
6.2500	17.9766	39.2725	2.7672
