6.3000	12.6269	39.6380	2.7978
6.3500	15.0870	38.8806	2.8004
6.4000	12.6374	40.8723	2.7983
6.4500	12.4021	39.0996	2.8138
6.5000	14.8502	38.2512	2.8099
6.5500	16.5768	39.1458	2.8337
6.6000	14.8418	39.2592	2.8481
6.6500	14.6037	39.3237	2.8504
6.7000	19.2776	38.8613	2.8653
6.7500	17.5584	39.0666	2.8870
6.8000	13.7919	38.6432	2.8768
6.8500	17.2235	38.4488	2.9133
6.9000	15.6592	39.8578	2.9312
6.9500	16.1299	38.7126	2.9177
7.0000	19.5906	39.5561	2.9374
7.0500	11.8745	38.9967	2.9458
7.1000	17.6256	39.1723	2.9551
7.1500	21.0054	38.7280	2.9569
7.2000	15.5926	37.7450	2.9746
7.2500	18.8494	38.6768	2.9967
7.3000	16.2369	39.4439	3.0087
7.3500	19.4033	38.8751	3.0028
7.4000	14.5683	39.6042	3.0245
7.4500	15.1094	38.9714	3.0396
7.5000	16.3408	39.0855	3.0588
7.5500	20.4269	37.5219	3.0614
7.6000	20.6454	38.8570	3.0469
7.6500	17.2375	38.3818	3.0718
7.7000	15.8438	37.9904	3.0823
7.7500	20.2847	39.0000	3.0961
7.8000	21.9151	38.7139	3.1070
7.8500	16.8388	39.5269	3.1328
7.9000	19.0093	39.0560	3.1344
7.9500	20.7613	38.1296	3.1640
8.0000	19.1499	37.9899	3.1600
8.0500	19.1865	38.5659	3.1643
8.1000	22.1545	38.7701	3.1859
8.1500	21.2041	38.1955	3.1829
8.2000	16.8137	38.1787	3.1947
8.2500	19.3268	38.3444	3.2096
8.3000	24.9692	37.7463	3.2087
8.3500	19.4805	38.6833	3.2287
8.4000	22.9146	38.2661	3.2344
8.4500	21.7604	38.0676	3.2471
8.5000	21.7038	36.7212	3.2609
8.5500	19.6557	37.3669	3.2612
8.6000	23.4422	38.0409	3.2832
8.6500	20.4931	38.2505	3.2995
8.7000	26.8695	38.6307	3.3260
8.7500	20.4892	37.7704	3.3355
8.8000	22.4775	38.4363	3.3300
8.8500	21.3373	38.0103	3.3417
8.9000	22.8989	39.5376	3.3668
8.9500	23.7052	37.4170	3.3684
9.0000	20.0701	37.8741	3.3653
9.0500	23.1262	37.7020	3.3841
9.1000	23.7810	37.9141	3.3957
9.1500	21.5645	36.9594	3.3960
9.2000	25.6806	37.7863	3.4185
9.2500	24.9606	37.3772	3.4483
9.3000	25.9690	37.5663	3.4514
9.3500	25.2992	37.5085	3.4665
9.4000	24.0426	37.4220	3.4663
9.4500	21.3832	37.9621	3.4767
9.5000	24.2525	36.9058	3.4987
9.5500	22.3530	38.8078	3.4952
9.6000	25.3819	37.3308	3.5129
9.6500	24.1506	37.6483	3.5129
9.7000	25.2581	37.2484	3.5126
9.7500	25.6168	37.3518	3.5374
9.8000	30.1636	37.6120	3.5559
9.8500	24.6121	38.4444	3.5751
9.9000	28.2563	37.5615	3.5776
9.9500	25.5007	37.4176	3.5742
10.0000	23.8914	38.0983	3.6063
10.0500	28.8925	37.4703	3.6096
10.1000	23.3070	37.2066	3.6140
10.1500	27.9664	36.7068	3.6251
10.2000	25.0936	37.2623	3.6304
10.2500	27.8117	37.2301	3.6566
10.3000	32.1461	37.4187	3.6713
10.3500	31.8806	36.0494	3.6790
10.4000	29.0661	37.8236	3.6940
10.4500	29.2171	36.5263	3.6993
10.5000	27.6445	37.3600	3.7100
10.5500	27.6546	36.8516	3.7167
10.6000	30.3473	36.9404	3.7479
10.6500	26.8967	36.8985	3.7313
10.7000	28.6307	37.3791	3.7585
10.7500	33.6949	36.4009	3.7772
10.8000	29.5163	37.4249	3.7839
10.8500	28.6405	37.4089	3.7970
10.9000	25.5631	36.6826	3.7974
10.9500	29.4397	37.5770	3.8033
11.0000	29.3179	36.3775	3.8198
11.0500	29.4629	37.5032	3.8428
11.1000	29.5543	36.9395	3.8494
11.1500	30.7319	37.3091	3.8481
11.2000	33.4087	36.7259	3.8432
11.2500	28.8809	37.4070	3.8770
11.3000	31.5368	36.8282	3.9057
11.3500	31.4661	35.2960	3.9055
11.4000	29.3059	36.9891	3.9267
11.4500	35.1086	36.9769	3.9278
11.5000	35.0379	34.7585	3.9152
11.5500	33.7419	36.2191	3.9378
11.6000	31.8735	37.2399	3.9563
11.6500	30.4505	37.9789	3.9561
11.7000	33.9568	36.7450	3.9761
11.7500	34.3198	35.8651	3.9738
11.8000	33.3486	36.4663	4.0020
11.8500	30.6370	36.4633	4.0218
11.9000	37.0412	36.0518	4.0087
11.9500	30.9635	36.7049	4.0347
12.0000	34.7971	35.9516	4.0480
12.0500	33.6726	36.2530	4.0527
12.1000	28.7861	35.9429	4.0620
12.1500	34.8958	36.0731	4.0678
12.2000	32.9952	36.8488	4.0849
12.2500	36.9967	36.3410	4.0905
12.3000	36.5673	36.5631	4.1125
12.3500	32.1196	37.3637	4.1043
12.4000	34.7904	35.1279	4.1125
12.4500	36.2131	35.8438	4.1633
12.5000	36.5032	36.2299	4.1478
12.5500	39.1600	36.5075	4.1633
12.6000	34.5421	36.4895	4.1730
12.6500	36.7919	36.0211	4.1767
12.7000	37.2217	36.5297	4.2146
12.7500	35.3632	36.4354	4.2184
12.8000	39.6200	35.5830	4.2155
12.8500	34.7831	36.2612	4.2374
12.9000	38.9336	36.9356	4.2498
12.9500	36.2351	36.0505	4.2439
13.0000	39.1850	36.3093	4.2797
13.0500	36.4987	35.6158	4.2797
13.1000	39.2357	35.7058	4.2970
13.1500	34.5814	36.6461	4.2983
13.2000	36.0738	35.1010	4.3148
13.2500	37.9510	35.5937	4.3049
13.3000	39.8287	36.6619	4.3450
13.3500	39.9920	35.6947	4.3207
13.4000	39.8372	36.0954	4.3373
13.4500	38.3666	35.2692	4.3652
13.5000	39.3816	36.1945	4.3665
13.5500	37.5784	36.7164	4.3875
13.6000	38.2559	35.0830	4.4066
13.6500	35.6961	36.3757	4.4173
13.7000	41.5966	35.8328	4.4244
13.7500	41.7358	35.9848	4.4384
13.8000	42.1282	35.6910	4.4505
13.8500	39.4856	37.1764	4.4618
13.9000	42.7617	36.6727	4.4723
13.9500	43.0702	35.3225	4.4851
14.0000	42.9349	35.5146	4.4934
14.0500	47.7459	35.5982	4.5046
14.1000	41.2033	36.4880	4.5107
14.1500	42.8566	35.2060	4.5203
14.2000	40.7538	36.7030	4.5319
14.2500	46.1711	35.9501	4.5403
14.3000	47.2712	35.4908	4.5771
14.3500	41.0097	35.4084	4.5905
14.4000	44.1189	35.5752	4.5689
14.4500	48.5515	35.4102	4.5946
14.5000	45.2110	34.8629	4.5927
14.5500	45.1830	36.1903	4.6078
14.6000	46.5335	35.9767	4.6276
14.6500	46.8967	34.8743	4.6387
14.7000	43.5502	35.2896	4.6555
14.7500	46.5206	35.9453	4.6357
14.8000	45.1601	35.3154	4.6464
14.8500	43.4856	36.2263	4.6880
14.9000	44.3300	34.8605	4.6851
14.9500	47.0114	34.9886	4.7046
