0.048	5.270	1.500	0.000
0.096	5.270	1.500	0.000
0.144	5.270	1.500	0.000
0.192	5.270	1.500	0.000
0.240	5.270	1.400	0.000
0.288	5.270	1.400	0.000
0.336	5.270	1.400	0.000
0.384	5.270	-0.300	0.000
0.432	5.270	1.300	0.000
0.480	5.270	1.200	0.000
0.528	5.270	1.200	0.000
0.576	5.270	1.300	0.000
0.624	5.270	1.300	0.000
0.672	5.270	1.200	0.000
0.720	5.270	-1.300	0.000
0.768	5.270	0.000	0.000
0.816	5.270	1.300	0.000
0.864	5.270	1.500	0.000
0.912	5.270	1.400	0.000
0.960	5.270	1.400	0.000
1.008	5.710	-13.500	0.450
1.056	5.270	1.400	0.000
1.104	5.270	0.800	0.000
1.152	5.270	-17.100	0.000
1.200	5.270	1.600	0.000
1.248	5.270	-10.100	0.000
1.296	5.710	-4.300	-0.450
1.344	5.710	2.400	-0.450
1.392	5.710	2.400	-0.450
1.440	5.710	2.600	-0.450
1.488	6.150	2.600	-1.370
1.536	6.150	4.100	-1.370
1.584	6.150	3.100	-1.370
1.632	6.150	3.200	-1.370
1.680	6.150	2.700	-1.370
1.728	6.150	3.300	-1.370
1.776	6.150	3.400	-1.370
1.824	6.150	3.500	-1.370
1.872	6.150	-15.800	-1.370
1.920	6.150	3.700	-1.370
1.968	6.150	3.800	-1.370
2.016	6.150	3.700	-1.370
2.064	6.150	5.900	-1.370
2.112	6.590	19.700	-0.450
2.160	6.590	4.000	-0.450
2.208	6.590	3.900	-0.450
2.256	6.590	4.400	-0.450
2.352	7.470	-21.600	0.450
2.448	7.470	4.100	-0.450
2.496	7.470	4.100	-0.450
2.544	7.470	3.800	-0.450
2.640	7.910	3.700	-1.370
2.688	7.910	5.400	-1.370
2.736	7.910	-6.800	-1.370
2.784	7.910	3.800	-1.370
2.832	7.910	4.500	-1.370
2.928	7.910	4.300	-1.370
2.976	7.910	4.000	-1.370
3.024	7.910	4.100	-1.370
3.072	7.910	-16.700	-1.370
3.120	8.340	4.200	-0.450
3.168	8.340	4.800	-0.450
3.216	8.340	4.500	-0.450
3.264	8.780	4.400	0.000
3.312	8.780	4.600	0.000
3.408	9.220	-12.600	-0.450
3.456	9.660	4.900	-1.370
3.504	9.220	6.400	-0.450
3.552	9.660	5.600	-1.370
3.600	9.660	5.700	-1.370
3.648	9.660	5.500	-1.370
3.696	9.660	5.600	-1.370
3.744	9.660	5.800	-1.370
3.792	9.660	5.800	-1.370
3.840	9.660	5.900	-1.370
3.888	9.660	6.100	-1.370
3.936	9.660	19.200	-1.370
3.984	9.660	-3.100	-1.370
4.032	10.100	6.300	-0.450
4.080	10.100	8.100	-0.450
4.128	10.100	6.500	-0.450
4.176	39.550	6.100	-1.370
4.368	10.980	6.100	-0.450
4.416	10.980	6.000	-0.450
4.464	10.980	6.200	-0.450
4.512	11.420	6.900	-1.370
4.560	11.420	6.400	-1.370
4.608	11.420	6.700	-1.370
4.656	11.860	15.500	-1.830
4.704	11.420	6.400	-1.370
4.752	11.420	6.500	-1.370
4.800	11.420	6.400	-1.370
4.848	11.420	15.900	-1.370
4.896	11.420	6.400	-1.370
4.944	11.420	6.600	-1.370
4.992	11.420	7.200	-1.370
5.040	11.860	6.300	-0.450
5.088	11.860	6.400	-0.450
5.184	11.860	6.700	-0.450
5.232	11.860	6.600	-0.450
5.280	12.740	2.800	-0.450
5.328	12.740	6.800	-0.450
5.376	13.180	11.300	-1.370
5.424	12.740	16.400	-0.450
5.472	13.180	6.500	-1.370
5.520	13.180	6.400	-1.370
5.568	13.180	-2.700	-1.370
5.616	13.180	6.500	-1.370
5.664	12.740	6.700	-0.450
5.712	13.180	6.500	-1.370
